,loss,accuracy
0,2.376621723175049,0.10713333636522293
1,2.34885573387146,0.11148333549499512
2,2.328113079071045,0.1155666708946228
3,2.3107614517211914,0.12118333578109741
4,2.2966232299804688,0.1267833411693573
5,2.2860357761383057,0.13148333132266998
6,2.2758898735046387,0.139683336019516
7,2.264423131942749,0.1509000062942505
8,2.2554335594177246,0.15806667506694794
9,2.243557929992676,0.1671999990940094
10,2.2298190593719482,0.18106666207313538
11,2.2162117958068848,0.19075000286102295
12,2.2001590728759766,0.20348332822322845
13,2.1798250675201416,0.22148333489894867
14,2.1619741916656494,0.2323833405971527
15,2.1420936584472656,0.2449166625738144
16,2.119584083557129,0.2573666572570801
17,2.0968539714813232,0.27231666445732117
18,2.0680103302001953,0.2853499948978424
19,2.0435338020324707,0.2988833487033844
20,2.0172958374023438,0.31101667881011963
21,1.9881677627563477,0.32401666045188904
22,1.9608032703399658,0.3347666561603546
23,1.92583167552948,0.3523833453655243
24,1.8943020105361938,0.36338332295417786
25,1.8649150133132935,0.3769000172615051
26,1.833598017692566,0.38671666383743286
27,1.8002279996871948,0.39908334612846375
28,1.7666553258895874,0.4140666723251343
29,1.7339389324188232,0.42598333954811096
30,1.7027907371520996,0.43638333678245544
31,1.6760077476501465,0.4424999952316284
32,1.6451538801193237,0.453900009393692
33,1.6085002422332764,0.4670833349227905
34,1.5826822519302368,0.4726000130176544
35,1.5538336038589478,0.4834499955177307
36,1.5251014232635498,0.4897833466529846
37,1.4974433183670044,0.5032166838645935
38,1.4672578573226929,0.509766697883606
39,1.4465571641921997,0.5168666839599609
40,1.4099109172821045,0.5299166440963745
41,1.388178825378418,0.5383666753768921
42,1.3740143775939941,0.541616678237915
43,1.3446147441864014,0.5521833300590515
44,1.3191478252410889,0.5594000220298767
45,1.2963275909423828,0.5664666891098022
46,1.2675788402557373,0.5768333673477173
47,1.2528162002563477,0.5821666717529297
48,1.2311577796936035,0.5868499875068665
49,1.2134543657302856,0.5946000218391418
50,1.1919591426849365,0.6009166836738586
51,1.1794513463974,0.6070333123207092
52,1.1585029363632202,0.6126333475112915
53,1.1427102088928223,0.618316650390625
54,1.125650405883789,0.624916672706604
55,1.1068577766418457,0.6296666860580444
56,1.0957646369934082,0.6358667016029358
57,1.075623631477356,0.6419000029563904
58,1.057568907737732,0.6482833623886108
59,1.0508496761322021,0.6518999934196472
60,1.0347001552581787,0.6561833620071411
61,1.022290825843811,0.6590999960899353
62,1.0117006301879883,0.6653666496276855
63,0.9991691708564758,0.6685667037963867
64,0.9876189827919006,0.6706500053405762
65,0.9805184602737427,0.675000011920929
66,0.9660152196884155,0.6796000003814697
67,0.9522557258605957,0.6825500130653381
68,0.9447985291481018,0.6853333115577698
69,0.9336686730384827,0.691349983215332
70,0.9262410402297974,0.6947500109672546
71,0.9099607467651367,0.7002500295639038
72,0.9067415595054626,0.7012166976928711
73,0.8963461518287659,0.7055833339691162
74,0.8851291537284851,0.7098833322525024
75,0.8798803091049194,0.7089833617210388
76,0.8711224794387817,0.7143000364303589
77,0.8604910373687744,0.7179666757583618
78,0.8551273941993713,0.7199167013168335
79,0.8472340703010559,0.7219666838645935
80,0.8387334942817688,0.724133312702179
81,0.8320269584655762,0.7264833450317383
82,0.8222388029098511,0.7313666939735413
83,0.809558093547821,0.7353166937828064
84,0.8088830709457397,0.7372999787330627
85,0.8026388883590698,0.73785001039505
86,0.7986871004104614,0.7400833368301392
87,0.7919893264770508,0.7423166632652283
88,0.7829074859619141,0.7439666986465454
89,0.7762290239334106,0.7477333545684814
90,0.7758556008338928,0.7506166696548462
91,0.7700989246368408,0.7492166757583618
92,0.7677679657936096,0.7538833618164062
93,0.7516628503799438,0.7571499943733215
94,0.7501535415649414,0.7578999996185303
95,0.7452772259712219,0.7575166821479797
96,0.7378742098808289,0.7608166933059692
97,0.740851879119873,0.7604166865348816
98,0.7300404906272888,0.7639999985694885
99,0.725905179977417,0.7640500068664551
100,0.7169858813285828,0.7681333422660828
101,0.7187952399253845,0.7677833437919617
102,0.7155332565307617,0.7696499824523926
103,0.7080663442611694,0.7720000147819519
104,0.7091303467750549,0.7732999920845032
105,0.7021728754043579,0.7776333689689636
106,0.695169985294342,0.7773000001907349
107,0.6908023357391357,0.7799666523933411
108,0.6897463202476501,0.7793000340461731
109,0.6831702589988708,0.7833499908447266
110,0.6843694448471069,0.7807166576385498
111,0.6805942058563232,0.7818499803543091
112,0.677280068397522,0.7836166620254517
113,0.6650319695472717,0.7891833186149597
114,0.668462872505188,0.7858499884605408
115,0.6643003821372986,0.7888166904449463
116,0.6611785888671875,0.7891333699226379
117,0.653626024723053,0.7906833291053772
118,0.6562471985816956,0.7916666865348816
119,0.6512345671653748,0.7930166721343994
120,0.6468390226364136,0.7951499819755554
121,0.6432199478149414,0.7957500219345093
122,0.6402589678764343,0.796583354473114
123,0.6415472030639648,0.7971000075340271
124,0.6407456398010254,0.7960333228111267
125,0.6323599815368652,0.800266683101654
126,0.631432831287384,0.8004833459854126
127,0.6281004548072815,0.8011333346366882
128,0.6217159628868103,0.802483320236206
129,0.62298983335495,0.8015999794006348
130,0.6165666580200195,0.8062833547592163
131,0.6170823574066162,0.8053833246231079
132,0.6157276034355164,0.8044666647911072
133,0.6086618304252625,0.8067166805267334
134,0.6090481877326965,0.8075500130653381
135,0.6104480028152466,0.8082166910171509
136,0.605814516544342,0.8077499866485596
137,0.6045011281967163,0.8108000159263611
138,0.6048716306686401,0.8085166811943054
139,0.5999429821968079,0.809333324432373
140,0.5990936160087585,0.8112333416938782
141,0.5961675047874451,0.810533344745636
142,0.5928899049758911,0.8116000294685364
143,0.5885956883430481,0.8141666650772095
144,0.5870731472969055,0.8152666687965393
145,0.5888959765434265,0.8138333559036255
146,0.5828657150268555,0.8178333640098572
147,0.5851321220397949,0.8149999976158142
148,0.5788998007774353,0.8172667026519775
149,0.5793939232826233,0.8182333707809448
150,0.5761818885803223,0.8186833262443542
151,0.5743802785873413,0.8184833526611328
152,0.5746433138847351,0.8193166851997375
153,0.5701059103012085,0.821150004863739
154,0.5719395875930786,0.8200166821479797
155,0.5685141086578369,0.8212000131607056
156,0.5670504570007324,0.8204833269119263
157,0.5616751313209534,0.8240500092506409
158,0.5635519027709961,0.8226667046546936
159,0.5576135516166687,0.8256000280380249
160,0.5605720281600952,0.8243833184242249
161,0.5540928840637207,0.8250166773796082
162,0.5489945411682129,0.8286333680152893
163,0.5556657910346985,0.8251667022705078
164,0.550011157989502,0.8285166621208191
165,0.550066351890564,0.8277833461761475
166,0.5481253266334534,0.8296999931335449
167,0.5456311702728271,0.8299000263214111
168,0.5442273616790771,0.8303999900817871
169,0.5425386428833008,0.8307833671569824
170,0.5433071255683899,0.8306666612625122
171,0.5413771867752075,0.8295833468437195
172,0.5394300818443298,0.8318666815757751
173,0.5351085066795349,0.8339833617210388
174,0.5397376418113708,0.8319500088691711
175,0.5362363457679749,0.8332499861717224
176,0.5392821431159973,0.8310333490371704
177,0.5331780910491943,0.8334500193595886
178,0.5326568484306335,0.8331166505813599
179,0.5331281423568726,0.8335999846458435
180,0.5304675698280334,0.8334000110626221
181,0.527269721031189,0.8363500237464905
182,0.5284363031387329,0.8350833654403687
183,0.5261746644973755,0.8343166708946228
184,0.5257902145385742,0.8366000056266785
185,0.521840512752533,0.8361499905586243
186,0.5220609903335571,0.8375499844551086
187,0.5193191766738892,0.8380833268165588
188,0.5250301957130432,0.8362166881561279
189,0.5180062055587769,0.8392666578292847
190,0.5206835865974426,0.8366833329200745
191,0.5176836848258972,0.838699996471405
192,0.5176872611045837,0.8410333395004272
193,0.5165641903877258,0.8387500047683716
194,0.515760064125061,0.8381833434104919
195,0.5151827931404114,0.8410500288009644
196,0.5112791061401367,0.8407166600227356
197,0.5102625489234924,0.8420000076293945
198,0.5075523257255554,0.8408166766166687
199,0.5110142827033997,0.8407500386238098
