,loss,accuracy
0,2.402705430984497,0.0882333368062973
1,2.241816520690918,0.16806666553020477
2,2.0880048274993896,0.27346667647361755
3,1.8251550197601318,0.3862333297729492
4,1.5131791830062866,0.4994499981403351
5,1.2676693201065063,0.5841666460037231
6,1.1005679368972778,0.6438500285148621
7,0.9791126251220703,0.6847500205039978
8,0.894764244556427,0.7161999940872192
9,0.8275363445281982,0.741100013256073
10,0.7726622223854065,0.7572166919708252
11,0.7403392195701599,0.7654833197593689
12,0.6970202922821045,0.78288334608078
13,0.6818822622299194,0.7875166535377502
14,0.6539435982704163,0.7961333394050598
15,0.6319562196731567,0.8005333542823792
16,0.6170799732208252,0.8068833351135254
17,0.5982495546340942,0.8132500052452087
18,0.5900647044181824,0.8164666891098022
19,0.5775054097175598,0.8183500170707703
20,0.5686072707176208,0.8221333622932434
