0,1,2,3,4,5,6,7,8,9
0.07719992,0.099553935,0.10771121,0.11538432,0.08904418,0.11005178,0.09798793,0.10860207,0.09236076,0.10210395
0.08248641,0.09824758,0.105750255,0.11428746,0.093683995,0.10639138,0.09822253,0.106129855,0.09429291,0.10050761
0.0863163,0.097305015,0.104322694,0.113764405,0.096991725,0.10390891,0.09820692,0.10481575,0.0953596,0.099008344
0.0889958,0.096422546,0.10335034,0.11373918,0.09917996,0.10194169,0.09808909,0.104437366,0.09638641,0.09745756
0.09088745,0.09568317,0.102655575,0.11419402,0.100783594,0.1003195,0.09799135,0.104432434,0.09714845,0.09590439
0.09229092,0.094819695,0.101897255,0.1153617,0.10199154,0.098853655,0.09805142,0.10450205,0.09777932,0.09445248
0.09332621,0.09378349,0.10139882,0.11729626,0.10281578,0.09726986,0.098191835,0.10459386,0.09846309,0.092860274
0.09383309,0.09246833,0.10134731,0.119771875,0.103572756,0.095832855,0.09815324,0.10453179,0.09929454,0.09119411
0.09406217,0.0910391,0.10153384,0.12316068,0.10390287,0.094275005,0.09807286,0.10416471,0.10039101,0.08939763
0.09447796,0.0893867,0.10189145,0.12746304,0.10394774,0.09286959,0.09806767,0.103386864,0.10107759,0.08743183
0.094774075,0.08743848,0.102522545,0.13247989,0.1034124,0.09168916,0.09795645,0.10275947,0.10179805,0.08516949
0.09500515,0.08547534,0.1030162,0.1385128,0.10246065,0.090904914,0.097838715,0.10163598,0.1023886,0.082762085
0.0948104,0.0832625,0.10380498,0.14537463,0.10114618,0.09030771,0.097714,0.10033815,0.10299468,0.08024677
0.09416324,0.08064358,0.10537623,0.1532512,0.099248074,0.09006345,0.09710383,0.09903279,0.1034611,0.07765636
0.09301964,0.07781395,0.106648915,0.16241124,0.09701912,0.09016934,0.096447125,0.0974931,0.10408113,0.0748959
0.09181879,0.075,0.1081081,0.17220235,0.0945867,0.090418026,0.0954402,0.095585816,0.10459528,0.07224481
0.089491576,0.07171631,0.109764785,0.18368228,0.09170438,0.09117764,0.094293125,0.09355801,0.10508011,0.06953187
