0,1,2,3,4,5,6,7,8,9
0.119594194,0.10032368,0.09185685,0.087119326,0.104121275,0.11289451,0.08516954,0.12195136,0.084036514,0.092932746
0.11888859,0.097089685,0.09526352,0.091238335,0.10279343,0.10886222,0.08829012,0.11433077,0.08791716,0.095326
0.11817215,0.09478754,0.09766042,0.094444714,0.10162809,0.10586136,0.09063854,0.10895804,0.09086409,0.09698505
0.11756788,0.09311297,0.09938179,0.0970432,0.10063668,0.10353447,0.09241889,0.10498078,0.09316022,0.0981629
0.11726882,0.09175828,0.10046867,0.099230535,0.09974036,0.10164027,0.09373398,0.101956785,0.09523195,0.09897034
0.11706905,0.09064136,0.10125712,0.101107866,0.09899884,0.1002722,0.09472373,0.09962516,0.09686301,0.09944168
0.11721484,0.089593165,0.10173911,0.10274545,0.09827282,0.09918629,0.095569596,0.09769935,0.0983328,0.09964677
0.11773145,0.088434465,0.10206964,0.10430062,0.09765082,0.09832803,0.096190795,0.09615067,0.09961557,0.099528104
0.11854717,0.087140046,0.102265805,0.10583252,0.09704558,0.097673126,0.09668009,0.094685555,0.100856476,0.099273585
0.119623795,0.08564724,0.1023231,0.10751172,0.09644571,0.09727262,0.09690396,0.09346885,0.10207747,0.0987254
0.12090306,0.08394045,0.10251096,0.1093335,0.09580906,0.09708371,0.09713791,0.092345744,0.10303149,0.097903974
0.12224876,0.082040764,0.10273097,0.11132256,0.09521944,0.09702073,0.09735118,0.09123829,0.10390327,0.09692419
0.123658456,0.08001085,0.10313789,0.11367221,0.09441287,0.09716515,0.097284794,0.09013847,0.10476282,0.095756836
0.12488197,0.07777755,0.10395353,0.11649407,0.093517266,0.097602956,0.09713622,0.08905887,0.10530055,0.09427703
0.12601924,0.075572096,0.10512674,0.119489565,0.092403084,0.098067224,0.09719852,0.087919526,0.10545061,0.09275334
0.1267328,0.07340733,0.10652422,0.12281728,0.091132656,0.09891894,0.096910805,0.08681689,0.10555546,0.09118385
0.12730654,0.07133195,0.108069226,0.12663963,0.08972319,0.09969201,0.09664196,0.08557895,0.105432145,0.08958437
0.12746097,0.06929199,0.109948434,0.13094486,0.08802954,0.10059755,0.09622877,0.08429153,0.10527364,0.08793295
0.12733026,0.0672559,0.11189896,0.1359862,0.08607489,0.10172136,0.09553502,0.08297166,0.10502655,0.08619939
0.12689133,0.06516361,0.11432974,0.14145766,0.083844826,0.10290173,0.094955154,0.08158637,0.10447438,0.08439502
0.12598209,0.06327628,0.11672229,0.14757493,0.08159385,0.10402796,0.09404164,0.080054834,0.10408008,0.0826462
0.12449453,0.061400805,0.119277425,0.15423343,0.07917936,0.10529724,0.09298265,0.078646846,0.103690244,0.080797255
0.12257587,0.05971874,0.12192136,0.16159482,0.07658266,0.10662712,0.09170998,0.077106826,0.10323335,0.07892937
0.12041326,0.057948686,0.124575645,0.16985434,0.073708236,0.108046316,0.090248376,0.07542143,0.102632426,0.077151604
0.1176712,0.056275673,0.1272869,0.1787107,0.07098825,0.10931939,0.08877441,0.0738234,0.102103,0.07504688
0.11462726,0.054662246,0.12951383,0.18821524,0.06826719,0.11067814,0.087132335,0.072129175,0.10162263,0.07315171
